username,comment_score,comment_grade,comment_content,comment_time,user_ip
233****451,1,不佳,这破地儿，婆娘可以来照相，除此以外一无可取，路上风景还可以。,2019-06-08,未知
310****163,1,不佳,景区服务不行，特别是租赁鞋套，要交100元押金，租赁费5元。因为扫二维码付款排队长，就付了现金，回程打算坐小火车，就到火车终点坐，在那里退押金。结果被告知现金要到前面退，旁边就有人在点钞机上点老毛票票，也不告诉我能坐火车过去。结果在海抜三千以上的湖边步行大约二公里，太坑人了。,2019-06-06,未知
丈步量天下,2,一般,风雨交加，人文关怀做的不好，又路还难走。不过还是期待天气好的茶卡盐湖是什么样子。应该还会再来一次，希望能给我惊喜。,2019-05-26,未知
matt去旅行,2,一般,茶卡盐湖真的颜值完全靠天气，环保鞋套真的很挫只有统一的大小穿起来完全不合脚，不仅如此还漏水。不知道有什么租的意义。中间步行路程很远且都是碎大的石头和盐颗粒，而小火车单程就要50元，真的摆明了坑你的。管理混乱且体验真的差！,2019-05-21,未知
还不曾去过倒悬山！,2,一般,很失望，真没觉得有多好看。首先这边天气阴晴不定，竟然在我回程下了几分钟雨好在并不大。这可是高原，万一感冒怎么办。我翻越铁轨去另一侧小木屋避雨的样子。真的很狼狈，更狼狈的是竟然还挤不进去。,2019-05-20,未知
li****_cc,2,一般,让人失望的网红地，不看遗憾，看了失望！,2019-05-14,未知
小影影,1,不佳,不好，没有那么美，不建议去！！,2019-05-09,未知
M12****440,1,不佳,非常不满意，差评。尤其景区工作人员，态度简直不能再差了。本来想买半价票，出示了证件还要各种其他的证明，真的是服气了。景色也不怎么样，不值得来，,2019-04-26,未知
M12****440,1,不佳,非常不满意，差评。尤其景区工作人员，态度简直不能再差了。本来想买半价票，出示了证件还要各种其他的证明，真的是服气了。景色也不怎么样，不值得来，,2019-04-26,未知
M31****5848,1,不佳,网红点，完全没有网上描述的体验，跑这么远去这个景点个人认为很不值，小火车也太贵了，走路又很难行走,2019-04-17,未知
_M13****9259,2,一般,人多，要天气好去才行。售票处不好，去早了不卖票。网上只能买全价票。,2019-04-09,未知
ca****usu,2,一般,人超多，全都泡在水里，哪还有什么倒影,2019-03-27,未知
月下无痕～,2,一般,实景有点失望，票价过高，景区交通也不方便。,2019-03-22,未知
冒牌美女,2,一般,不要信抖音，真是一个大的洗脚池子呢,2019-03-02,未知
118****040,1,不佳,人多，环境不好，脏乱差。不会推荐给朋友的，,2019-01-27,未知
西柚的天空,1,不佳,暑假去的，感觉很坑，人多，景区杂乱，收费项目价格高，典型的不去后悔去了更悔的景点,2018-12-13,未知
M59****21,1,不佳,不建议大家去～跟抖音里的差十万八千里。而且火车排队时间久。,2018-12-10,未知
静海司马欣,2,一般,旅游最差的一个景点，整个景点只有几个工作人员，态度超级差，就好像我们来给他们添麻烦了，没有人来最好一样。无论买票坐车都一副爱理不理的样子。整个景点没有一个厕所，厕所都是关门的，要到景区外面才有厕所，游览期间2个小时看人家不可以上厕所。小火车来回100元，是门票的3倍。里面的所有商店关门，所有餐馆关门，你们景点怎么不也关门，景区什么服务都没有。,2018-11-02,未知
小二郎1,1,不佳,可能是季节不对，总之想说很呵呵了,2018-10-19,未知
M99****21,1,不佳,不好，为了挣钱盐湖离大门很远，做各种二次消费的交通，或者花费很长时间走进去，一般情况下没有宣传的那种效果，只有天气，人少且向水面里面走好久才可以,2018-10-19,未知
320****620,2,一般,网红景点，好多红衣美女各种POS拍照。虽然当天晴天，但根本看不到宣传中的“天空之境”，之所以成为网红景点，“天空之境”名字起的好占了很大比重。,2018-10-16,未知
夏天陈凉,1,不佳,太失望了，被网上照片骗了，门票还那么贵,2018-10-16,未知
孤灯陌路,2,一般,实话实说，茶卡盐湖真的不值得一去，虽然抖音很火，但是真的很没意思，首先景点门票60，做小火车50，景点的水质真的很一般，如果为了拍照，茶卡盐湖往西，四百公里的翡翠湖比茶卡好不知道多少倍，而且还是免费。中间还有四五个湖，随便一个秒杀茶卡。前面几张是茶卡，最后三张是翡翠湖。,2018-10-11,未知
Louis,1,不佳,名气大于实际感觉，不知道因为什么炒作成这个样子，就如我朋友圈发的一样，一个去了会后悔的景点。其实任何一个水塘都有这效果，只能说营销手段太厉害。而且受天气影响太厉害，里面商业化的不成样子,2018-10-11,未知
E07****96,1,不佳,一个星我也不想给！就两个字 别来,2018-10-10,未知
M23****202,2,一般,太冷，风太大，路太远，即使大太阳天，大家穿着羽绒服照相，下水的人数一个手都数的过来，湖面波光粼粼，根本照不出什么，做小火车更冷。我们来的一路上微风，一进去就大风，这是一个靠天气吃饭的景区,2018-10-10,未知
M22****4799,1,不佳,太扯了，景色对不住它的名气，后悔！,2018-10-07,未知
M28****8223,2,一般,小火车旁边的工作人员态度相当恶劣，只是问一下火车几点发车，居然让我们去拉100人再发车，什么素质.我们还是本地人。,2018-10-06,未知
M61****860,2,一般,这个景点太坑了，被网上照片骗了，现场就是一堆盐。关键是停车场问题！开出停车场就花了1个小时，哪有这么混乱停车场！,2018-10-06,未知
昵称叫啥不重要,1,不佳,觉得完全不值，现实和想象差距过大,2018-10-05,未知
M22****6149,1,不佳,交通管制太烂，性价比低，风景也没青海湖的好，不会再来,2018-10-05,未知
118****607,2,一般,基本上算是废旧工厂旅游项目。 赶上大气透明度不高，又万里无云的日子，就挑战摄影技巧了。 记得南美也有一个盐湖，水没有茶卡这么深。不能算是很好的体验。 建议网红和摄影狂热爱好者可以前往。其他人，就算了吧。 还有，景区最里面的厕所卫生很差。没有冲水，没有锁。小火车业务收入应该是比当时工厂运盐要赚太多了。,2018-10-05,未知
M27****6502,1,不佳,就一水坑，毫无特色，景区车辆进出混乱，浏览两小时，堵车三小时。,2018-10-05,未知
宇哥,1,不佳,一颗星都多！这么贵的门票！请问如宣传中的天空之境何在？！遇见最美的自己？这么美的我去哪里了？人还多！要不是在出口处买到了牛角梳千里迢迢来这一趟，住了这冰窖的一宿，都得气死！比在来敦煌路上的大小柴旦，柯柯盐湖差远了！在高速上都能看到天空和山峦的倒影！漂亮至极！也不用门票！强烈推荐自驾游的朋友们到路上看最美的风景！,2018-10-04,未知
,1,不佳,差评，差评，来了你决对后悔。碰到的百分之百的人都说差评。有钱有精力去其它地方吧,2018-10-04,未知
耘雲妈,2,一般,失望透顶，就是一个烂水沟，不推荐,2018-10-04,未知
_3310****238697,1,不佳,差到不知道怎么描述，不要老听宣传，大小柴担不要门票景色更好。,2018-10-03,未知
_wech****635834,1,不佳,没有想象中的好，赶上十一期间人太多了,2018-10-03,未知
M28****3261,1,不佳,不值得来，翡翠湖更漂亮，还免费,2018-10-03,未知
_CFT01****3616601,2,一般,能说什么呢，性价比极差的一个景点，实景和网上视频照片差别还是蛮大的。到了青海不去茶卡盐湖会后悔，去了会更后悔…还是在家看看图片的好吧。另外小火车收费太贵了,2018-10-03,未知
d****ei,2,一般,携程订票很方便，可以凭发过来的手机二维码直接入园。对于景区实在是不便评价，短短几公里小火车，每人要100元人民币！相比上海出租车的的起步费（3公里）不到20元，还可以坐4人！在国外大部分景点，园内的交通都是免费的。,2018-10-01,未知
_WeCh****856111,1,不佳,很一般很一般  那天 天很蓝，云很白，湖很丑,2018-10-01,未知
白日梦想家2018,1,不佳,没有实体票，现场买票也很方便，跟现场一个价钱,2018-09-30,未知
M10****580,1,不佳,门票不值得这个价钱，套票更是骗钱，,2018-09-30,未知
_WeCh****75446,1,不佳,一般般一般般啦一般般啦一般般啦,2018-09-29,未知
139****3556,1,不佳,"门票价格我就不说了是我这次北疆游比较坑的价格，以天空之镜为名，吸引众多游客前往游览，但是想拍出天空之镜真的是要天时地利人和的，天气原因很重要，不能有风！一旦有风那就是一个湖而已，什么都不是，二天气还要较为晴朗，否则天空之镜雾蒙蒙，毫无美感,另外还跟湖水深浅有关这个是不可控的，所以说为了拍照而来的必须看天气，不过基本很多人都是在不知情的情况下去了，失望而归，所以这门票很有必要像敦煌的鸣沙山一样一次购票允许二次甚至三次进园，来的人都是冲天空之镜来，天气不可控但允许二次三次入园这样可以缓和大多数游客的情绪，说的不好听的话，你茶卡盐湖四周啥都没有，来的游客都是过客，你即使允许二次入园也不会有太多人来，你也损失不鸟多少，另外推荐大家去大柴旦的翡翠湖，不要门票！跟茶卡一样天空之镜！这就是我给差评的原因！",2018-09-29,未知
虎脚漫禅,2,一般,不值得去，风很大，没什么景色。,2018-09-27,未知
KKCD,1,不佳,停车场管理太差，进出需要2小时以上，赌得太离谱，,2018-09-24,未知
沟沟壑壑好,1,不佳,不好看，没有说的那么好.谨慎考虑,2018-09-21,未知
么么么么么么么哒,2,一般,西北线最不值得一去的景点，由于是旺季出游，游客特别的多，满地的垃圾，水污染特别的严重，可以看见有很多的飘着的白泡泡。很失望,2018-09-20,未知
liyue_cynthia,1,不佳,不知道怎么就火起来的一个破景点，全是网红拍照，盛名在外，连做个破烂小火车都要50元，简直是打劫，光门票车票花了170，里面啥东西没有，奇烂无比,2018-09-19,未知
-cooper,2,一般,第一天气***到的，第二选择里面已经非常成熟了看起来就很商业，第三基本上全是大妈，最后想下去盐湖体验的问问那个去可不可以下就可以免费尝试了鞋套都不用不要听门口的下忽悠,2018-09-16,未知
奕诺她爹,2,一般,比较失望，商业气息浓厚，败坏了景区精神。就认钱，各种法的搞钱。。。,2018-09-15,未知
M25****4648,2,一般,购票挺方便，进去很坑，不是那么好耍！,2018-09-13,未知
Kimi,2,一般,性价比低，可能是由于我们去的时候云层很厚，没什么好玩的，水深又冷，根本没人能下去，鞋套都没用上，全在岸边拍，去了假的天空之境，小火车50单程，往返100比，门票还贵,2018-09-09,未知
简Lhr,2,一般,天气不好，没看到美景，价格也偏贵啊,2018-09-09,未知
M16****574,1,不佳,太让我失望了。。。？？？？。？？,2018-09-08,未知
M61****672,1,不佳,已经没有什么可看的了，现场很脏，体验感一般，还是趁着天晴去青海湖比较合适,2018-09-08,未知
M15****213,2,一般,阴雨天 真心不好，没啥看头，徒有其名！ 晴天得风景。看着还是不错得，可惜没看到,2018-09-02,未知
leah0571,2,一般,非常一般。景区设计、建设得太差了。,2018-08-31,未知
M28****5668,2,一般,不好，跑了一千多公里，就看见几谭水，真的不值得。都是抖音惹的祸。,2018-08-31,未知
M27****9120,2,一般,管理混乱，票价虚高，名不副实的,2018-08-29,未知
139****3060,2,一般,景点一般，没有网上宣传的那么好，工作人员素质太差，明显不适合从事该行业，建议增强从业人员的遴选和培训。,2018-08-28,未知
恍然如梦似幻,1,不佳,里面管理简直垃圾，很少差评，这个必须差评，去了下雨什么也看不到，这个天气就不应该开放景区，我们游客不知道你们应该提醒一下嘛，这个都算了，买了票进去以后说不能游船，关闭了！好吧，不游船也可以那就坐车嘛，坐个车说是单程，好吧，也没事！下雨车上没有窗户，雨水直接打到身上，也没事！到站以后什么也没看见，就随着人群往前走，这个时候刺骨的寒风打身上雨伞都打不稳，还一直下着雨，想着来都来了还是进去看一下吧，看着有小火车可以到天空之镜，就想去买票，结果告知小火车过去的票必须要在门外售票厅买，回程的票可以在里面买！好吧，那就走吧！顶着风雨走到天空之镜很失望什么也看不见，什么也没有，我去问工作人员哪里是网上的天空之镜他说就在我脚下，呵呵，好吧，没什么看的赶快回去吧，这么冷还带着小孩，大人受的了，小孩受不了啊，看着一个售票厅说去买返程小火车，然后他说这里不卖票了，喊我到前面去买，前面的售票厅一眼看不到头还有很远，而却滞留了很多很多旅客，想了想算了就直接又走回去吧，这个时候小孩坚持不了只有大人背着了！好不容易走到开始来的盐堆那里说去买回去的电瓶车，完了里面的说不卖票了买不到，任何解释也没有，我简直要崩溃了，衣服全部打湿了，包包也湿了，没有车还要走回去，没有任何人来解释一下为什么不卖票，又继续向前走，这个时候还有很多人还在进景区，我真的想问这种天气为什么你们还要卖票，为什么去的电瓶车有回来就没有了？最后有走了一段路又看见有售票厅看见有人排队，跑到前面去能不能买回程的车她说可以，才买了票回去！最后终于出去了，浑身已经湿透，感觉太差！专门从四川坐飞机过来就是为了看天空之镜，结果真的很糟糕，所以差评必须的！管理垃圾，垃圾，垃圾的要死！请看下图的天空之镜，也许不下雨的时候真的美，下雨的时候真的不要去！,2018-08-27,未知
浪漫在秋季,2,一般,去的当天下雨，没有任何可看的了，没有下湖水，里面还在改造中，商业气息很浓的！都觉得对不起自己花那么长时间的交通去。,2018-08-27,未知
M20****735,1,不佳,不用再去了 同志们 只剩一滩淤泥了,2018-08-26,未知
虎皮唐猫小天天,2,一般,到处都是垃圾，盐湖的底层全是黑色，挤满了人，建议大家都不要被虚假宣传骗了,2018-08-26,未知
_WeCh****317094,2,一般,去的时候天气不好，没有什么景色看、水比较脏！没有走到湖心！人很多！小火车售价太坑！不过携程订票很方便、免排队买票，直接进入景区！,2018-08-25,未知
宋小LeO,1,不佳,天公不作美，大阴天。然后我是第二次来盐湖了，已经和第一次来的时候完全不一祥了！没什么景色！建议大家别去了！以前还有结晶的盐可以下湖在盐上走，现在就是水。没什么看的！,2018-08-25,未知
pri_hu,2,一般,去之前万分期待，去了后非常失望的一个景点。遇上阴雨天气你真的会想死。还开了一百多公里只为寻找你。晕死！可能时间充足，在景区住两天，等等能看到它最美的倒影（早上10点或下午4点），可是景区饮食住宿可不是很好哦。,2018-08-24,未知
_cm1****42765,2,一般,没有什么亮点，就是在盐厂上面人为的建了几个雕像和建了一条路到湖心。,2018-08-24,未知
_WeCh****860831,1,不佳,不值得去的景点，没有啥看点，只看到大盐滩，几堆青盐罢了。门票要太贵，去一次就再不想去了。,2018-08-24,未知
206****008,2,一般,能下水的湖又脏又黑，坑多，好多人摔跤，远不如没翡翠湖和柴担湖。这种网红地方已滥。,2018-08-23,未知
_WeCh****42154,2,一般,很一般很一般…………………………,2018-08-22,未知
M25****4551,2,一般,鞋套太少，服务人员还不说实话。,2018-08-20,未知
老表一个,2,一般,与期待差距大，是人造点，可去可不去,2018-08-20,未知
M26****061,2,一般,不来后悔，来了更后悔！进门找不到工作人员咨询不说，买了门票，还啥啥啥都要另付钱，坑人的景点,2018-08-20,未知
233****451,1,不佳,最无聊的一个地方，也许早上天气晴好，且没有风的时候，或许会有天空之镜的感觉，但一般时候去都是浪费时间，不过女士们都很期待，期望可以美美地留个倩影,2018-08-19,未知
Kkkkkkkkkkoo,1,不佳,园区排队花太长时间，园区内火车也坏了，等了几个小时也没说法。,2018-08-19,未知
205****087,1,不佳,去的时候人特别多，特别多，黑乎乎的湖水，都是网上炒作出来的，真心一般，还不如去翡翠湖，人少景色还漂亮。,2018-08-19,未知
M28****0185,1,不佳,遇到下大雨！人也太多。那么多人，就算天晴，因为就那么一条道往返，体验也肯定不会好。建议淡季去，或者去不要门票的翡翠盐湖，比茶卡好太多！,2018-08-18,未知
M28****2544,1,不佳,周边饭馆太坑人，贵的让人发抖。,2018-08-18,未知
_WeCh****236020,1,不佳,真的垃圾，慕名而来，人多的不行，湖水跟臭水沟差不多，天很晴的时候是能看到倒影，但是随便哪里稍微清澈的湖水都可以吧，个人推荐青海湖，路边的路口下去还不用去景区买票，景色更美，更安静，茶卡盐湖很失望的一次网红地。,2018-08-18,未知
冯小小2023,1,不佳,人多，小火车根本达不到园内运载能力,2018-08-17,未知
M28****2491,1,不佳,人，多，太多，超多！哪还有仙境的样子，天空之境毁在了人们的脚下，镜面成了海边浴场，人挨人站在盐水里，怎么照得还那么陶醉？真醉了！,2018-08-17,未知
布雷茨费尔德燕铁木儿,1,不佳,建议下午去，盐湖没啥可玩性，主要就是拍照。蓝天白云才能拍出效果，其他天气就不要浪费钱了，小火车坑爹，进去50元，出来还要50元。你们是有多商业化？,2018-08-17,未知
zhim_lu,2,一般,16日上午到茶卡盐湖游玩，天气阴沉，所谓的天空之镜场面未见，却被寒风吹得瑟瑟。景区游客很多，中间通道显得十分拥挤，维护秩序的景区管理人员态度蛮横，有一个十四五岁的学生横跨铁道时，被该管理人员制止，孩子退回安全绳外，该管理人员不依不饶，上次进行粗口辱骂，人格污辱，我在旁边见孩子委屈地泪水在眼眶打转，学生无社会阅历，未经历过这样的不文明言语刺激，根本组织不了语言去回击管理人员的蛮横无理。总体检验，景是好景，但我没遇到好天气，景区管理水平，特别是管理人员的文明素质需要提高。,2018-08-17,未知
M11****191,1,不佳,景色不错 服务态度极其恶劣 先是买票流程几个工作人员说不清楚 然后火车排队 保安态度极其恶劣 辱骂排队游客 鼓励插队,2018-08-17,未知
_WeCh****09345,1,不佳,第二次去，比2015年水已经混了 脏了，以前清澈见底可以看见盐洞，现在由于水黑了，到处设置着浮标，景区真心只是顾着赚钱……,2018-08-17,未知
139****4671,1,不佳,水是臭的，脏乱，堵车厉害，停车场工作人员态度恶劣，车已经停到景区外面了，但照片照出来还行。,2018-08-16,未知
M22****3311,2,一般,点意思都没得，天气不好，拍出来效果非常差，风又很大，吹着冷死了，人爆多，抖音上拍出来的照片都是拼命三娘冒着感冒的风险拍出来的，总之，再也不会来二次。,2018-08-16,未知
关关cc,1,不佳,人太多  小火车的票都停售了  完全看不到天空之境宣传的景色,2018-08-16,未知
_CFT01****0545829,2,一般,人太多，没意思，都变成脏水了，,2018-08-15,未知
M23****971,2,一般,看景靠运气，要在晴朗的天气天空有点白云和无风的情况下才能拍出好的倒影，买门票进去根本不能直接看到景因为路远，需要乘坐小火车，路程几公里但来回100元，真的坑。还不如德令哈的免费翡翠湖值,2018-08-15,未知
_WeCh****874001,2,一般,景区离出口太远了，一点不方便的,2018-08-14,未知
M22****0601,2,一般,有太阳的情况下茶卡盐湖还是很不错的，但是景区的服务特别的差，景区内的小火车更是宰客往返100元太黑了。堵车特别严重，真心不推荐，从西宁开车要四个多小时才能到，在景区最多一个多小时特别不值。,2018-08-14,未知
286****922,1,不佳,停车管理混乱，建议增加几个出口，景区里边也一般，半个小时游玩就够了，其余时间就是排队买火车票90，排队坐火车，人太多排队四十分钟,2018-08-14,未知
631****721,1,不佳,鸡肋一般的景点，从青海湖翻过橡皮山后到达，进去后特别失望，真没看出所谓的天空之镜。里面一个摄影公司，摄影师技术无法恭维，并且态度特别差。上当受骗就一次，就不会有第二次了。,2018-08-14,未知
M19****213,2,一般,景区本来应该很美，可是因为游客太多，远远超出接待能力，导致我们等着坐小火车花了一个半小时，累得要死，好不容易进去了，到处是人，被挤的心烦意乱，根本没法赏景，更没法拍照。感觉是个坑，希望旅游愉快的人千万不要选择这个地方了。,2018-08-13,未知
_WeCh****095203,1,不佳,基础设施太差！宣传能接待5万游客，纯粹胡扯，没有金刚钻就不要揽瓷器活！根本不考虑游客感受，管理混乱，乱收费，去过的都后悔！,2018-08-13,未知
M49****301,1,不佳,一般，天公不作美，天阴下雨，没有看到抖音里的效果,2018-08-12,未知
Grece,1,不佳,说真的 没啥好游玩的 留不住人这个景区 不值得门票的钱,2018-08-12,未知
象山书生,2,一般,堵车，工地，理想与现实差一万光年！,2018-08-12,未知
果爸七杯茶,1,不佳,日行千里就为看盐湖，人太多了，下蛟子。配套设施大差，商业味一人重,2018-08-12,未知
300****529,1,不佳,感受到一路的低点了。七绕八绕的进了景区，路边在施工建设游客服务中心，2公里外还以为就是停车场呢，其实还很远！终于到了，听到里面出来的人在讨论里面没啥，但本着不留遗憾的原则，还是买票进了景区，70元的门票感觉巨亏！哪哪不让进哪哪不让拍，没有任何遮阳措施，暴晒暴刺眼！第二天眼睛会痛！进景区后更深的套路900米的路电瓶车每人5块，到核心景区的车票4000m高达50元，是我见过最高的！算下来一个人要170元，重要的是拍照片拍不出网红的效果……根本就不让进去各种栏杆拦住了去路！出来时停车收费管理员还黑着脸………差评！差评！,2018-08-11,未知
M23****2678,1,不佳,小火车票价太高了，单程都是50.队排得老长。盐湖的水也被破坏了，黄黄的，没有那种宣传中的感觉,2018-08-10,未知
21-12,1,不佳,给一星给景色，厕所脏的不像样，小火车买票返程的时候售票员说中途可以随意上下，结果到中途站上车被拦，说十一点后不中途站不让上，关键是火车票上也没说明，广播也没说十一点后不让上，你们让游客走到一半说不让上这不是坑人吗，难道我还走回起点坐车？差评差评差评，影响心情。,2018-08-10,未知
M43****012,2,一般,天气不好，又是旅游旺季，人超多，体验感很一般，千万不要期待太高了，其实不怎么值得去。,2018-08-09,未知
伯罗奔尼撒宋襄公,2,一般,抖音都是骗人的，性价比真不怎么样的景点,2018-08-07,未知
M29****583,1,不佳,火车票50元单程，来回100，就那么一点距离，不但贵，排队还要2个小时。交通非常堵塞。微信买票还收了钱不出票，乱扣费,2018-08-06,未知
_WeCh****97593,1,不佳,坐了景区的火车电瓶车游船，景区里面有大型沙雕，不评价景点，想看盐湖的可以去参观。景区外停车场看到一场人追小偷，周围的安保人员只在旁边看热闹，没人帮忙。停车场出车需要一小时以上，没人协管，车各走各的。评价一分给景区停车场,2018-08-06,未知
_WeCh****967357,2,一般,景色趣味性价比都不说，全是人，没法看。,2018-08-06,未知
M12****226,1,不佳,景区堵车，找车位花了快一小时，到处在施工，走到广场却不能买小火车票（贵就贵点吧，50元单程）又走回来，买票等车又花了40分钟，挤得差点和别人干了一架，车开后一阵臭味飘来，生活废水就排在轨道旁边的盐地里，天空之镜（还真敢叫）也没有传说的效果，人倒是多得不得了，想出景区还真是不简单，本来就累了还被逼着从商业区绕了N圈，（你们是想钱想疯了吗），出来后心里久久不能平静，心里一万匹***在奔腾…,2018-08-06,未知
158****1479,2,一般,人真多，做小火车的要等很久，我走一圈都回来了，小火车还等着呢，这大热天的，诶。去的时候天可能也是一般，照相效果不好，感觉就是个盐湖，没啥特别的，人巨多，很烦，汉堡二十一个，很小。诶，反正不到一小时我们就出来了……,2018-08-04,未知
_m13****3860,2,一般,景点不错，人太多。旺季不建议去。,2018-08-03,未知
jesseliu2014,1,不佳,这个景点很坑人，人特别多，女的百分之八十都是红裙子，红纱巾，为了拍几张照片而已，网红景点不值得推荐,2018-08-02,未知
139****2316,2,一般,景很美，人太多！不如旁边的翡翠湖好,2018-08-02,未知
201****069,1,不佳,茶卡盐湖景色非常棒，但交通费比门票还要贵，坐一个小火车1人来回100元，性价比太低，并且茶卡盐湖不适合踩水，会弄得身上全是盐，非常不舒服。,2018-08-02,未知
雪原春色,1,不佳,奉劝大家千万不要去这个景点，纯粹是大忽悠的景点！,2018-08-02,未知
keeprock,2,一般,"门票70进去后小火车单程50,现在旺季客流多每天几万人，每次要排队50分钟，我们不愿意排队就去坐了游艇90元单程。到了湖中心全是人，盐湖已经被踩得是又黄又黑。实在是没啥看头了。运气不太好今天下雨了，大风，乌云黑压压地过来了，冷得瑟瑟发抖，大家都跑到遮阳伞下躲雨躲风，小火车还不停地把人往里送。高原没有太阳的时候实在是太冷了，全身又湿透，大家都去小卖部里买雨衣，40一件没听错，不晓得是不是废料做的，臭得快晕过去了。快艇停航了，所有人只能坐小火车，足足等了有1个小时。小朋友穿了雨衣也是冷得直发抖。等车的人人山人海，像难民逃难一样。哎！最差的一次景点体验了。拿到车以后又开始堵车，堵到收费口又将近1个小时了。收费口3个淡定地收着钱，丝毫不顾后面的车等了有多久！只知道收费的景点，根本没有接纳几万人的能力！",2018-08-01,未知
linfeirong,2,一般,没有想象的那么好，天气偏多云，并没有那种晴朗透澈的感觉。,2018-08-01,未知
136****3286,2,一般,看了景点以后，感觉失望，人太多，景区管理一般,2018-08-01,未知
超哥,2,一般,69元只是门票，进门之后还有若干的消费等着你，坐小火、进盐湖，而且价格非常高，图中这一杯所谓的“天空之境”要39元，坐火车好像58单程要排队2个小时！景色没有传说中的美丽，除了人还是人，除了晒还是晒，景区完全是靠着名气在做一锤子买卖！！,2018-07-31,未知
江南风雨如烟,1,不佳,堵成狗 挤成大饼 以后再也不来了 根本接待不了这么多人 还不管制 拼命放车进来添堵,2018-07-31,未知
M03****55,1,不佳,人多。小火车排队2小时。坐船排队5小时。景区设置特别不合理，从入口走到里面拍照的地方差不多要2小时，走到一半走不动了，果断放弃。出口设置了很多购物点，道路曲折，本来就没体力了，在出口又浪费了半小时,2018-07-31,未知
M27****3168,1,不佳,景区不错，被钱玷污了，故意把景区入口和湖边拉开很长的一段距离，目的很明确。就是让你不得不坐车，类似于抢钱！,2018-07-31,未知
63****669,1,不佳,实在不能作为景区的景点，网络的传销能力太强，管理、设施和运营不跟上，这里也就毁了。毕竟都是翻山越岭跑来的，堵车不算还要忍受几小时的排队，最后感受泡脚池人满为患的所谓游玩，提供租赁鞋套不检查不清洁又继续租，又脏又破，太自砸招牌了。,2018-07-31,未知
M22****8931,1,不佳,管理混乱，无安全保护措施，下湖很危险,2018-07-30,未知
_CFT0****0247,2,一般,早上排队坐小火车人特别多，排到了排队护栏之外很远，我们很多人跟着队伍排成S型队伍，但有一些人笔直插在队伍中间，开始边上没有保安，场面十分混乱，人挤人，一些孩子被挤得哭了起来，还有一些人因为排队插队问题争吵甚至大打出手。        过了许久保安才赶过来，叫我们排S型的排到插队人的后面，我们后面一帮人就不服了，早上已经排队排了一个多小时了，却要排到那些没素质插队的人的后面，我们对此抗议，而保安却没素质地爆粗口并大声吼叫，就如因饥饿红了眼的恶狼一般，还对我们说“闭嘴”之类的话。最后我们一帮排S型队的人要去售票处投诉并要求退票，但售票员就大声叫喊说我们“神经”，还用力把售票窗口关闭，不再理会我们，只顾售票，服务态度极其恶劣。         撇开服务态度，风景还是不错的，一定得买鞋套去湖中漫步摄影，风景独好。,2018-07-29,未知
百里无一,2,一般,都在说好话，我就不啰嗦了，直接吐槽。首先我7月底旺季来的，人多到让你怀疑人生，到哪里都是排队，特色小火车行程4公里，可是排个队半小时起步，而且竟然没有一个遮阳的，人生生晒的头晕，相比较出景区被强制绕行的近百家商铺的遮阳伞，我无力吐槽。其次就是景区号称天空之境，我就呵呵哒了，去的当天风和日丽，可以下湖的地方被茫茫多的游客踩成烂泥潭，想拍个美美的照片，那你就要走进盐池深处，当然了盐池的盐结晶和石头硌脚的非常，租的和买的那些鞋套算心里安慰？简直拖鞋直接进去会好些。另外这里的盐不会刺激皮肤，没腐蚀性，不必反应泡的久了难受。最后，顺路吐槽下景区服务，我们被牲口一样的被吆喝来吆喝去，很不爽。这辈子不再来了。再吐槽隔壁的黑马河景区，旺季完全是住宿难（集装箱都敢要300？？），吃饭难（难吃），黑马河镇子上个厕所3元。唉～我觉得不是非要死磕黑马河日出的朋友们就别和自己较劲了。,2018-07-28,未知
206****670,1,不佳,垃圾景区，跟宣传的一个天上一个地下，千万不要来,2018-07-28,未知
150****4884,2,一般,在青海湖大环线玩了一个星期，就这个湖最糟心。本来满怀期待，结果里面商业化的确太严重，到处都是钱钱钱，人山人海，完全没了心情。下湖没鞋套根本不行，扎死脚，根本就拍不了照……,2018-07-27,未知
186****6103,1,不佳,太阳好的时候，随便找一个水塘都能拍出这种效果。不知道给了抖音多少广告费，或者说现在的人们只有有机会出来拍照就觉得人生很完美的岁月静好。反正我后悔了,2018-07-26,未知
静候夹音,2,一般,感觉太差，根本没有照片上的美景，水十分混浊，一点不好,2018-07-26,未知
_WeCh****396671,1,不佳,垃圾，白开这么多公里路了！简直就是臭水沟啊！商业气息超级重！就知道赚我们游客的钱！,2018-07-26,未知
limo,1,不佳,商业化严重，不会推荐别人再去！,2018-07-25,未知
M27****9122,2,一般,昨天去了茶卡，堵车将近3个小时，调头出来，交警阻拦不能出去，堵也必须堵在里边，让人不可思议，更奇怪的是又调头进去后，又在里面等了2个小时，等车散开后，交警不让路指示必须走停车场绕行，2分钟后出停车场必须交5元，风景没看到，先交个过路费，咦！不可思议呀？,2018-07-24,未知
M12****444,2,一般,个人感受，不值得跑这么远看这一池子盐和水。湛蓝天和白云青山很好，但不必几百公里看过来。图片是良心的买家秀。车子停在外面，如果不坐景区车，需要走老远才到湖边。骄阳和大风很考验人，而你最大的收获无非就是拍一张网络上看过的大片。,2018-07-23,未知
